st_x|st_y|count
-9315935.115367074|5090695.676484122|3
-9315793.850933257|5090665.044392167|3
-9315792.403779877|5090509.952336288|2
-9315829.695809294|5090884.229567075|3
-9316027.176585961|5090881.999027931|4
-9315937.453076381|5090882.742540921|2
-9316067.91951959|5090924.08195361|4
-9316753.647582876|5090954.863574128|5
-9316856.729431352|5091004.233335413|4
-9316741.736397361|5090534.784740876|2
-9317236.106255975|5090323.042222157|2
-9317244.900495747|5090309.065000763|3
-9317175.10317502|5090241.558281182|2
-9317132.467810046|5090126.024752236|2
-9318205.14242333|5088811.83557629|2
-9317696.523669897|5089601.606213542|3
-9317233.768546667|5089737.949310133|2
-9316936.100228287|5089721.742668574|2
-9316929.866336802|5089721.89135323|3
-9316940.219049446|5089721.742668574|3
-9316930.868212221|5089611.121917652|3
-9316943.55863417|5089610.973234704|2
-9316776.46807849|5089737.651940317|2
-9316168.77497825|5089732.745339682|2
-9316172.114562973|5089620.637631174|3
-9316166.437268943|5089510.612768247|2
-9318432.456823532|5087439.8524174765|4
-9316853.278527137|5091017.765452779|4
-9316056.453612037|5091427.306889645|3
-9316552.715901995|5091723.543807339|2
-9316278.869954642|5091695.882745117|4
-9316121.575514153|5091847.127266594|5
-9316393.083752198|5091801.173664897|4
-9316422.583417257|5091827.496574928|2
-9316482.695942286|5091862.742618116|3
-9316148.737469908|5091974.430300013|4
-9316140.054549625|5091983.948351516|4
-9316253.266471762|5092155.869778326|2
-9316291.560376596|5092102.032461251|2
